,invoice_id,issue_date,creation_date,invoice_type,buyer_company_name,vendor_company_name,payment_status,days_since_issue,past_due,total_amount_with_taxes,work_description,payment_status_norm
4463,4638,2026-01-01,2026-01-01T17:52:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,3299.78,MACH-2001 McGill - Extra service menager - Clinique dentaire-December 2025,unpaid
4464,4639,2026-01-31,2026-01-01T17:54:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,86.23,Janitorial Services at Cavendish Mall B'NAI BRITH NATIONAL ORGANIZATION (1264) - December 2025,unpaid
4465,4640,2026-01-31,2026-01-01T17:56:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,8058.45,"Janitorial Services at 1165 Kenaston, 1st Floor common areas space includes washrooms and 2nd floor call centre- December 2025",unpaid
4466,4641,2026-01-31,2026-01-01T17:58:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,351.86,1630 Star Top Road (warehouse offices) Janitorial Services December 2025,unpaid
4468,4643,2026-01-31,2026-01-01T18:07:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,1040.78,"Janitorial Services at 3995 Old Richmond Road, Bells Corner United Church, December 2025",unpaid
4469,4644,2026-01-31,2026-01-01T18:09:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,762.75,Janitorial Services at 160 George Weekend Service December 2025,unpaid
4470,4645,2026-01-31,2026-01-01T18:45:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,5924.32,311 McArthur Av. Janitorial Services 5 days a week December 2025,unpaid
4471,4646,2026-01-31,2026-01-01T18:46:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,9453.63,Janitorial Services at 1081 Ambleside Dr. December 2025,unpaid
4472,4647,2026-01-31,2026-01-01T18:48:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,282.5,Janitorial Services at 193 Metcalfe-Corridor December 2025,unpaid
4473,4649,2026-01-31,2026-01-01T18:53:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,2586.07,Janitorial Services at 454 Laurier Av Est- Embassy Egypt December 2025,unpaid
4474,4650,2026-01-31,2026-01-01T20:18:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,423.75,Janitorial Services at JR Saints December 2025,unpaid
4475,4651,2026-01-31,2026-01-01T20:20:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,5730.22,Minto - 1749-24-03 Janitorial Services - Carlisle Residential (221 Lyon) - December 2025,unpaid
4476,4652,2026-01-31,2026-01-01T20:22:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,3320.08,Janitorial Services - 440 Laurier Commercial (4016) - December 2025,unpaid
4477,4653,2026-01-31,2026-01-01T20:27:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,38238.93,Janitorial Services - Minto MALP - 1658-23-02 - December,unpaid
4478,4654,2026-01-31,2026-01-01T20:30:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,33985.87,Janitorial Services - MINTO - MULTI-RES 1658-23-01 - December,unpaid
4479,4655,2026-01-31,2026-01-01T20:36:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,4741.38,Janitorial Services - 99 Fifth (Bank & fifth) Residential (4018) - December 2025,unpaid
4480,4656,2026-01-31,2026-01-01T20:39:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,-10,False,504.83,"Janitorial services at 101 Bd Cardinal Léger, Pincourt. Reg mois Decembre",unpaid
4481,4657,2026-01-31,2026-01-01T21:53:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,2402.14,Minto - 1749-24-02 Janitorial Services - 99 Fifth - Fifth + Bank Commercial - December 2025,unpaid
4482,4658,2026-01-31,2026-01-01T21:55:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,418.56,Janitorial Services at Media Plus December 2025,unpaid
4483,4659,2026-01-31,2026-01-01T21:57:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,11738.43,Janitorial Services at 1000 Castle Hill- 18 Deerfield - 20 Deerfield December 2025,unpaid
4484,4660,2026-01-31,2026-01-01T21:59:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,4143.56,Janitorial Services at 302 Legget and carpet program- MDA- December 2025,unpaid
4485,4661,2026-01-31,2026-01-01T22:01:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,4639.23,Janitorial Services at OPA December 2025,unpaid
4486,4662,2026-01-31,2026-01-01T22:03:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,678.0,Janitorial Services at 366 Brant St December 2025,unpaid
4487,4663,2026-01-31,2026-01-01T22:08:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,4765.21,Janitorial Services at 21 James St and 420 Gilmour - December 2025,unpaid
4488,4664,2026-01-31,2026-01-01T22:10:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,1143.38,Janitorial Services at 1250 Ages Dr- Training Area December 2025,unpaid
4489,4665,2026-01-31,2026-01-01T22:13:00+00:00,Regular,CCI Ottawa,12433087 Canada Inc.,Unpaid,-10,False,3387.83,219 Argyle Av - Janitorial Services December 2025,unpaid
4490,4666,2026-01-31,2026-01-01T22:16:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,14371.88,"Janitorial services at 101 Boul Cardinal-Léger, Pincourt - December 2025",unpaid
4492,4668,2026-01-31,2026-01-01T22:21:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,8573.09,MACH-Janitorial Services at 625 Renne Levesque Ouest- December 2025,unpaid
4493,4669,2026-01-31,2026-01-01T22:25:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,71845.2,MACH-Janitorial Services at 2001 McGill College Avenue- December 2025,unpaid
4494,4670,2026-01-31,2026-01-01T22:27:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,6777.43,Work Description: Janitorial Services at 1400 St Laurent Boulevard- December 2025,unpaid
4495,4671,2026-01-31,2026-01-01T22:35:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,18667.89,MACH-Janitorial Services at 1801 Hollis Street- December 2025,unpaid
4496,4672,2026-01-31,2026-01-01T22:37:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,17214.46,MACH-Janitorial Services at 99 Wyze Road- December 2025,unpaid
4497,4673,2026-01-31,2026-01-01T22:39:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,113825.25,Janitorial Services Royalmount Mall - December 2025,unpaid
4498,4674,2026-01-31,2026-01-01T22:41:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,316.18,Janitorial Service - Royalmount Mall - lavage des serviettes des vestiaires de la salle d'employé (2x semaine) December 2025,unpaid
4499,4675,2026-01-31,2026-01-01T22:42:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,344.93,Janitorial Service - Royalmount Mall - Service de lavage des serviettes au 8500 Decarie December 2025,unpaid
4500,4676,2026-01-31,2026-01-01T22:44:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,496.69,Janitorial Service - Royalmount Mall - Service de lavage des serviettes au 8500 Decarie - December 2025,unpaid
4501,4677,2026-01-31,2026-01-01T22:57:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,8048.25,Janitorial Service - Royalmount Mall - RENNAI STORE - December 2025,unpaid
4502,4678,2026-01-31,2026-01-01T22:59:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,-10,False,1055.47,Janitorial Service Royalmount Mall - Delysee Café (1272) - December 2025,unpaid
4504,4680,2026-01-31,2026-01-02T00:46:00+00:00,Regular,Allen Maintenance Ltd,1001298527 Ontario Inc,Unpaid,-10,False,13074.26,Janitorial Services at 50 Rideau Parking (4043) - December 2025,unpaid
4505,4681,2026-01-31,2026-01-02T00:48:00+00:00,Regular,Allen Maintenance Ltd,1001298527 Ontario Inc,Unpaid,-10,False,16385.0,Janitorial Services at MACH - 800 Palladium - December 2025,unpaid
4506,4682,2026-01-31,2026-01-02T01:20:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,5730.22,Minto - 1749-24-03 Janitorial Services - Carlisle Residential (221 Lyon) - October 2025,unpaid
4507,4683,2026-01-31,2026-01-02T01:23:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,3320.08,Janitorial Services - 440 Laurier Commercial (4016) - October 2025,unpaid
4508,4684,2026-01-31,2026-01-02T01:25:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,38238.93,Janitorial Services - Minto MALP - 1658-23-02 - October,unpaid
4509,4685,2026-01-31,2026-01-02T01:28:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,33985.87,Janitorial Services - MINTO - MULTI-RES 1658-23-01 - October,unpaid
4510,4686,2026-01-31,2026-01-02T01:30:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,4741.38,Janitorial Services - 99 Fifth (Bank & fifth) Residential (4018) - October 2025,unpaid
4511,4687,2026-01-31,2026-01-02T01:33:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,-10,False,2402.14,Minto - 1749-24-02 Janitorial Services - 99 Fifth - Fifth + Bank Commercial - October 2025,unpaid
4512,4688,2026-01-02,2026-01-02T08:34:00+00:00,One Shot,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,19,False,1119.86,Replacement at 825 rue Saint Laurent (Place Longueuil) Decembre 2025,unpaid
4513,4689,2026-01-03,2026-01-03T07:51:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,18,False,2406.43,BNCP00659 - 455 Montée Paiement - Post construction cleaning (18 Nov to 19 Dec),unpaid
4515,4691,2026-01-31,2026-01-08T00:14:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,-10,False,4433.49,Janitorial service at 5050 chemin de la Côte-de-Liesse QC Mont-Royal (C.C Royal Mount),unpaid
4516,4692,2026-01-31,2026-01-08T16:25:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,-10,False,201.98,Janitorial services at 3605 INNES RD. Replacement December,unpaid
4517,4693,2026-01-31,2026-01-08T16:30:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,-10,False,76.11,Janitorial services at 2767 SHEFFIELD RD. Replacement December,unpaid
4518,4694,2026-01-31,2026-01-08T16:42:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,-10,False,760.7,Janitorial Services Infrequent sites BELL QC - DECEMBER 2025,unpaid
4519,4695,2026-01-08,2026-01-08T16:46:00+00:00,One Shot,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,13,False,342.06,Cleaning Services 15 Chemin Principal - Low on December 5th,unpaid
4520,4696,2026-01-08,2026-01-08T19:51:00+00:00,One Shot,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,13,False,1402.88,Cleaning Services at BELL ON - Infrequent sites - December 2025,unpaid
4521,4697,2026-01-31,2026-01-09T11:57:00+00:00,Regular,12433087 Canada Inc,Maintenance Pro-L Inc-Yobany Lopez,Unpaid,-10,False,6944.21,Janitorial Services at 625 Rene - Levesque Ouest- January 2026,unpaid
4522,4698,2026-01-31,2026-01-09T11:58:00+00:00,Regular,12433087 Canada Inc,Maintenance Pro-L Inc-Yobany Lopez,Unpaid,-10,False,9518.78,Janitorial Services at 1155 Robert Bourassa- January 2026,unpaid
4523,4699,2026-01-13,2026-01-13T10:14:00+00:00,One Shot,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,8,False,369.51,Patroll Weekend Minto (1140M- 1150M-1156M-1169M-1171M-18H20H-21H-22H-23H-25H-28H-1129M-1124M-1130M),unpaid
4524,4700,2026-01-31,2026-01-13T10:18:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,-10,False,384.2,"Janitorial Services ,1320 Carling Ave, Ottawa, ON",unpaid
4525,4701,2026-01-31,2026-01-13T10:23:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,-10,False,288.15,"Janitorial Services, 421-423 Richmond Rd, Ottawa, ON",unpaid
4526,4702,2026-01-31,2026-01-13T10:35:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,-10,False,4944.65,Janitorial Services 1341 Meadowlands Dr-Parkwood Hills-Package 1,unpaid
4527,4703,2026-01-31,2026-01-13T10:39:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,-10,False,2204.4,"Janitorial Services, 311 McArthur Ave, Ottawa,ON",unpaid
4528,4704,2026-01-13,2026-01-13T10:41:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,8,False,1506.29,700 St Joseph - Supply Staff - December 29th to 31st and January 2nd,unpaid
4529,4705,2026-01-13,2026-01-13T10:43:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,8,False,895.77,272046 - 101 Sacre-Coeur - Staff supply for December 29 to 31,unpaid
4530,4706,2026-01-31,2026-01-13T10:44:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,-10,False,322.05,"Janitorial Services, 366 Brant St, Ottawa, ON",unpaid
4531,4707,2026-01-31,2026-01-13T10:48:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,-10,False,953.04,"Janitorial Services, 420 Gilmour Street, Ottawa,ON",unpaid
4532,4708,2026-01-31,2026-01-13T10:53:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,-10,False,952.82,"Janitorial Services, 21 James Street, Ottawa, ON",unpaid
4535,4711,2026-01-16,2026-01-16T08:38:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,5,False,634.51,272047 - 101 Sacre-Coeur - Supply staff - January 2nd (9 hours) and 5th (8 hours),unpaid
4536,4712,2026-01-16,2026-01-16T08:40:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,5,False,1254.03,272524 - 101 Sacre-Coeur - Supply staff - January 6th to 9th,unpaid
4537,4713,2026-01-16,2026-01-16T08:42:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,5,False,1519.05,272524 - 700 St Joseph - Supply staff - January 5th to 9th (8 am to 4 pm),unpaid
4538,4714,2026-01-16,2026-01-16T09:11:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,5,False,546.13,"BNC81794431 - 8599 Bd Maurice-Duplessis, Montréal - Clean ATM vestibule (Dec 12)",unpaid
4539,4715,2026-01-16,2026-01-16T09:18:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,5,False,488.64,"BNC81705441 - 895 Rue De la Gauchetière O, Montréal - Carpet deep cleaning (machine wash) (Jan 04)",unpaid
4541,4717,2026-01-19,2026-01-20T00:49:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,2,False,1403.84,Q9557 - MACH-825 St Laurent Ouest - Extra staff Food court Mon to Wed (01 Dec to 29 Dec),unpaid
4542,4718,2026-01-19,2026-01-20T00:51:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,2,False,717.88,Q9558 - Cavendish Mall (1362) - Replacement for Dec 08 to 22,unpaid
4543,4719,2026-01-19,2026-01-20T00:57:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,2,False,1762.8,268709982 - VIA Rail Ottawa - 200 Tremblay Rd - Cleaning Services at VIA Rail Ottawa (Dec 16 to Dec 26),unpaid
4544,4720,2026-01-19,2026-01-20T01:03:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,2,False,1939.08,268709982 - VIA Rail Ottawa - 200 Tremblay Rd - Cleaning Services at VIA Rail Ottawa (Dec 01 to Dec 15),unpaid
4545,4721,2026-01-19,2026-01-20T01:07:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,2,False,205.2,MACH-Cleaning Services at 1801 Hollis Street- Service call to clean kitchen area (Dec 8),unpaid
4549,4725,2026-01-31,2026-01-20T10:52:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,-10,False,1802.87,BGIS PEI AND NB LOCATIONS - JANITORIAL SERVICE NOVEMBER 2025 - (Regularizing),unpaid
4550,4726,2026-01-20,2026-01-20T12:01:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,431.64,62 Auriga - Truck Mount Winter Mats (Dec 01-15),unpaid
4551,4727,2026-01-20,2026-01-20T12:03:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,431.64,64 Auriga - Truck Mount Winter Mats (Dec 01-15),unpaid
4552,4728,2026-01-20,2026-01-20T12:06:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,682.59,65 Auriga St. - Truck Mount Winter Mats (Dec 01-15),unpaid
4553,4729,2026-01-20,2026-01-20T12:09:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,1108.62,100 Constellation Dr. - Truck Mount Winter Mats (Dec 08-22),unpaid
4554,4730,2026-01-20,2026-01-20T12:16:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,626.81,1431 Merivale - Truck Mount Winter Mats (Dec 02-16),unpaid
4555,4731,2026-01-20,2026-01-20T12:19:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,431.64,1801 Woodward - Truck Mount Winter Mats (Dec 02-16),unpaid
4556,4732,2026-01-20,2026-01-20T12:21:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,1,False,431.64,1785 Woodward Av. - Truck Mount Winter Mats (Dec 02-16),unpaid
4557,4733,2026-01-20,2026-01-20T12:23:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,654.7,180 Elgin St. - Truck Mount Winter Mats (Dec 08-22),unpaid
4558,4734,2026-01-20,2026-01-20T12:25:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,624.8,60 Queen St. - Truck Mount Winter Mats (Dec 09-23),unpaid
4559,4735,2026-01-20,2026-01-20T13:07:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,794.12,2 Constellation Dr - Truck Mount Winter Mats (Dec 08-22),unpaid
4560,4736,2026-01-20,2026-01-20T13:15:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,578.85,120 Colonnade Rd - Truck Mount Winter Mats (Dec 01-15),unpaid
4561,4737,2026-01-20,2026-01-20T13:19:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,941.34,785 Carling Ave / 560 Rochester - Truck Mount Winter Mats (Dec 09-23),unpaid
4562,4738,2026-01-20,2026-01-20T13:32:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,541.43,61 Queen - Truck Mount Winter Mats (Dec 09-23),unpaid
4563,4739,2026-01-20,2026-01-20T14:20:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,347.97,66 Queen St - Truck Mount Winter Mats (Dec 09-23),unpaid
4564,4740,2026-01-20,2026-01-20T14:22:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,426.6,245 Cooper St - Truck Mount Winter Mats (Dec 08-22),unpaid
4565,4741,2026-01-20,2026-01-20T14:24:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,448.36,100 Boteler St - Truck Mount Winter Mats (Dec 02-19),unpaid
4566,4742,2026-01-20,2026-01-20T14:26:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,448.36,110 Boteler St - Truck Mount Winter Mats (Dec 02-19),unpaid
4567,4743,2026-01-20,2026-01-20T14:27:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,431.64,1564 Carling Ave - Truck Mount Winter Mats (Dec 02-16),unpaid
4568,4744,2026-01-20,2026-01-20T22:35:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,1,False,201.21,MACH-1080 Beaver Hall - Service call to clean after Christmas party (Dec 14),unpaid
4569,4745,2026-01-20,2026-01-20T22:40:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,1836.25,"Q9580 - 1165 Kenaston St - Cleaning Services (Nov 24 and 28, and Dec 02,05,09,15,17,18,19,22)",unpaid
4570,4746,2026-01-20,2026-01-20T22:45:00+00:00,One Shot,12433087 Canada Inc,13037622 Canada Inc,Unpaid,1,False,1045.25,"193 Metcalfe-Corridor- Stairwell Garbage Removal, Cleaning, Power Washing and Disinfection - December 31st, 2025",unpaid
4571,4747,2026-01-20,2026-01-20T22:58:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,1762.8,268709980 - VIA Rail Ottawa - 200 Tremblay Rd - Cleaning Services at VIA Rail Ottawa (Nov 01 to Nov 15),unpaid
4572,4748,2026-01-20,2026-01-20T23:18:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,1,False,1073.5,1165 Kenaston 1st fl common area includes washrooms- 1165 Kenaston Call Centre (4002) - Cardboard pick up (Nov 17th and Nov 21st),unpaid
4573,4749,2026-01-20,2026-01-20T23:22:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,1,False,258.69,MACH-2001 McGill - Service call to clean the clinic (Nov 30),unpaid
4574,4750,2026-01-20,2026-01-20T23:30:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,1,False,258.69,MACH-2001 McGill - Nettoyage clinique week-end (25 Oct),unpaid
4575,4751,2026-01-20,2026-01-20T23:43:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,1115.26,BNC81744457 - 105 Rue Sainte-Catherine O - Clean up a graffiti (Jan 09),unpaid
4576,4752,2026-01-20,2026-01-20T23:46:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,86.23,BNC81487762 - 920 St-Joseph Blvd - Send staff for measurements (Jan 08th),unpaid
4577,4753,2026-01-20,2026-01-20T23:50:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,546.13,BNC81705441 - 895 Rue De la Gauchetière O - Post construction cleaning,unpaid
4578,4754,2026-01-20,2026-01-20T23:53:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,164.13,268672392 - 930 CARLING AVE - Cleaning Services (December),unpaid
4579,4755,2026-01-20,2026-01-20T23:56:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,149.59,268672398 - 420 Croil Private - Cleaning Services (December),unpaid
4580,4756,2026-01-20,2026-01-20T23:59:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,151.71,268672404 - 1365 Johnston Rd - Cleaning Services (December),unpaid
4581,4757,2026-01-20,2026-01-21T00:01:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,14.55,268709509 - 180 Lees Ave - Cleaning Services (December),unpaid
4582,4758,2026-01-20,2026-01-21T00:04:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,185.3,268709510 - 2959 UPLANDS DR - Cleaning Services (December),unpaid
4583,4759,2026-01-20,2026-01-21T00:06:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,14.27,268709512 - 5340 CANOTEK RD - Cleaning Services (December),unpaid
4584,4760,2026-01-20,2026-01-21T00:10:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,167.96,268709513 - 70 GEMINI WAY - Cleaning Services (December),unpaid
4585,4761,2026-01-20,2026-01-21T00:13:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,145.27,268709514 - 1140 CADBORO RD - Cleaning Services (December),unpaid
4586,4762,2026-01-20,2026-01-21T00:17:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,1,False,165.64,268709515 - 1657 CYRVILLE RD - Cleaning Services (December),unpaid
4587,4763,2026-01-21,2026-01-21T11:30:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,0,False,206.96,BNC81723238 - 2800 Saint-Charles Blvd - Service call to wash 4 armchairs (12 Dec),unpaid
4588,4764,2026-01-21,2026-01-21T11:34:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,0,False,316.18,BNC81801614 - 3785 RUE ONTARIO E - Emergency call for urine cleaning (Dec 13),unpaid
4589,4765,2026-01-21,2026-01-21T11:38:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,0,False,254.25,BCA81802299 - 3771 Strandherd Dr - Emergency Service call to clean men's washroom (Dec 14),unpaid
4590,4766,2026-01-21,2026-01-21T11:42:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,0,False,84.75,W869008 - 823 Princess St - Service call to clean the lunch room including the fridge (1 Dec),unpaid
4591,4767,2026-01-21,2026-01-21T11:45:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,0,False,3161.81,BNC81797862 - 3850 BOUL SAINT-LAURENT - Remove Graffitis (Dec 14),unpaid
4592,4768,2026-01-21,2026-01-21T11:55:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,0,False,282.5,Q9579 - 1400 St Laurent Boulevard- Unit 401 - Academy of learning extra cleaning (Jan 03 and 10),unpaid
4593,4769,2026-01-21,2026-01-21T12:01:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,0,False,73.45,Q9581 - 1343 Meadowlands D - Guest room cleaning (Jan 15),unpaid
4594,4770,2026-01-21,2026-01-21T12:07:00+00:00,One Shot,ICS CLEAN INC,9359-6633 Quebec Inc,Unpaid,0,False,254.25,TDC81765773 - 1062 Princess St. - Emergency Service Call to remove Garbage from Night depository and litter pick up around the area (Jan 06),unpaid
